Date,FilingDate,FilingID,Company,Shares,Value,Form,Source,ParserMethod,DateQuality
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Wynn Resorts, Ltd.",969964,105454486,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Willis Towers Watson PLC,1161574,224148935,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Alphabet, Inc., Class A (b)",2500420,3053362879,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Alphabet, Inc., Class C (b)",2842390,3464873410,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Baidu, Inc., ADR (China) (b)",2538641,260870749,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Facebook, Inc., Class A (b)",19722486,3512180307,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Amazon.com, Inc. (b)",4018060,6974990535,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Booking Holdings, Inc. (b)",383163,751999535,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Ctrip.com International, Ltd., ADR (China) (b)",4389159,128558467,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"eBay, Inc.",7559843,294682680,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Expedia Group, Inc.",1233297,165767450,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"JD.com, Inc., ADR (China) (b)",8339203,235248917,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"MercadoLibre, Inc. (Argentina) (b)",448037,246971435,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Automatic Data Processing, Inc.",3911163,631339931,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Cognizant Technology Solutions Corp., Class A",4977855,299990432,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Fiserv, Inc. (b)",6126025,634594930,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Paychex, Inc.",3238792,268074814,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"PayPal Holdings, Inc. (b)",10605456,1098619187,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"VeriSign, Inc. (b)",1066904,201250101,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Hasbro, Inc.",1137471,135006433,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Illumina, Inc. (b)",1324949,403075985,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"PACCAR, Inc.",3121902,218564359,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Charter Communications, Inc., Class A (b)",1996169,822661169,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Comcast Corp., Class A",40879148,1842831992,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Fox Corp., Class A",3110744,98097312,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Fox Corp., Class B",2366122,74627488,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Liberty Global PLC, Class C (United Kingdom) (b)",4625532,110041406,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Liberty Global PLC, Series A (United Kingdom) (b)",1847859,45734510,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Sirius XM Holdings, Inc.",40106495,250866126,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Dollar Tree, Inc. (b)",2132688,243467662,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Mylan N.V. (b),4649591,91968910,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Verisk Analytics, Inc.",1473652,233043327,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,CSX Corp.,7194018,498329627,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"J.B. Hunt Transport Services, Inc.",962321,106480818,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Advanced Micro Devices, Inc. (b)",9784075,283640334,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Analog Devices, Inc.",3329485,372003359,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Applied Materials, Inc.",8325868,415460813,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"ASML Holding N.V., New York Shares (Netherlands)",654622,162621197,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Broadcom, Inc.",3588760,990748973,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Intel Corp.,39927877,2057483502,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,KLA-Tencor Corp.,1435417,228877241,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Lam Research Corp.,1302708,301068846,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Maxim Integrated Products, Inc.",2444971,141588271,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Microchip Technology, Inc.",2145538,199341935,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Micron Technology, Inc. (b)",9948637,426299095,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,NVIDIA Corp.,5488925,955457175,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,NXP Semiconductors N.V. (Netherlands),2962672,323286769,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"QUALCOMM, Inc.",10956807,835785238,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Skyworks Solutions, Inc.",1547603,122647538,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Texas Instruments, Inc.",8414738,1087520739,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Xilinx, Inc.",2276716,218337064,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Adobe, Inc. (b)",4375296,1208675520,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Autodesk, Inc. (b)",1979475,292368457,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Cadence Design Systems Inc. (b),2525084,166857551,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Check Point Software Technologies Ltd. (Israel) (b),1372175,150253163,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Citrix Systems, Inc.",1179786,113872945,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Intuit, Inc.",2344099,623389688,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Microsoft Corp.,62010371,8621301880,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Symantec Corp.,5570399,131628528,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Synopsys, Inc. (b)",1354502,185905400,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Workday, Inc., Class A (b)",1478166,251229093,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"O’Reilly Automotive, Inc. (b)",689632,274825248,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Ross Stores, Inc.",3287012,361078268,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Ulta Beauty, Inc. (b)",530424,132950776,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Apple, Inc.",36703225,8220421303,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"NetApp, Inc.",2144360,112600344,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Western Digital Corp.,2667952,159116657,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Lululemon Athletica, Inc. (b)",1107615,213249116,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Fastenal Co.,5168389,168851269,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"T-Mobile US, Inc. (b)",7701221,606625178,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Tesla, Inc. (b)",10926558,4687602648,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,Monster Beverage Corp. (b),6184415,495990083,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"PepsiCo, Inc.",16236345,2250357417,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Alexion Pharmaceuticals, Inc. (b)",2569759,294057522,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Amgen, Inc.",6868026,1745577488,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Biogen, Inc. (b)",1856132,526547526,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"BioMarin Pharmaceutical, Inc. (b)",2126649,161795456,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Gilead Sciences, Inc.",14701296,928974894,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,Incyte Corp. (b),2564678,230154204,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Moderna, Inc. (b)",4626852,327349779,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Regeneron Pharmaceuticals, Inc. (b)",1226083,686336742,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Seattle Genetics, Inc. (b)",2040362,399278440,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Vertex Pharmaceuticals, Inc. (b)",3054145,831093937,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,Cintas Corp.,1213294,403820642,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Copart, Inc. (b)",2752842,289488865,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Cisco Systems, Inc.",49510807,1950230688,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Liberty Global PLC, Class A (United Kingdom) (b)",2137423,44907257,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Liberty Global PLC, Class C (United Kingdom) (b)",4676361,96029073,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,Exelon Corp.,11427115,408633633,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Xcel Energy, Inc.",6160126,425110295,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,CDW Corp.,1672607,199926715,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Activision Blizzard, Inc.",9051063,732683550,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Electronic Arts, Inc. (b)",3386339,441612469,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"NetEase, Inc., ADR (China)",841046,382398385,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Netflix, Inc. (b)",5171382,2585846141,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Take-Two Interactive Software, Inc. (b)",1340399,221460723,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,Costco Wholesale Corp.,5177750,1838101250,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Walgreens Boots Alliance, Inc.",10160976,364982258,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,Kraft Heinz Co. (The),14335975,429362451,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Mondelez International, Inc., Class A",16748875,962222869,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Align Technology, Inc. (b)",924025,302488824,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"DexCom, Inc. (b)",1122715,462816805,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"IDEXX Laboratories, Inc. (b)",997327,392059217,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Intuitive Surgical, Inc. (b)",1372460,973815268,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,Cerner Corp.,3580848,258859502,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Marriott International, Inc., Class A",3803229,352102941,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,Starbucks Corp.,13708004,1177791703,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Alphabet, Inc., Class A (b)",3169332,4644972979,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Alphabet, Inc., Class C (b)",3066684,4506798807,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Baidu, Inc., ADR (China) (b)",3297465,417426094,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Facebook, Inc., Class A (b)",22101519,5788387826,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Amazon.com, Inc. (b)",4604448,14498163551,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Booking Holdings, Inc. (b)",480112,821317996,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"eBay, Inc.",8206717,427569956,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Expedia Group, Inc.",1591316,145907764,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"JD.com, Inc., ADR (China) (b)",10762946,835312239,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"MercadoLibre, Inc. (Argentina) (b)",583030,631118315,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Pinduoduo, Inc., ADR (China) (b)",3383540,250889491,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Trip.com Group Ltd., ADR (China) (b)",6132044,190951850,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Automatic Data Processing, Inc.",5041907,703295607,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Cognizant Technology Solutions Corp., Class A",6358550,441410541,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Fiserv, Inc. (b)",7852591,809209502,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Paychex, Inc.",4206853,335580664,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"PayPal Holdings, Inc. (b)",13758363,2710810262,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"VeriSign, Inc. (b)",1346841,275900379,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Illumina, Inc. (b)",1711660,529039873,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"PACCAR, Inc.",4058916,346144356,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Charter Communications, Inc., Class A (b)",2402433,1499935019,485BPOS,SEC,html-table,reported-as-of
2020-09-30,2021-01-27,2021-01-27_0001193125-21-019335_d78829d485bpos.htm,"Comcast Corp., Class A",53455376,2472845694,485BPOS,SEC,html-table,reported-as-of
